12131A,12132A,12132B,12132D,12132E,12141A,12141C,12141H,12142A,12142B,12142D,12155A,12158A,12160E,12160F,12161A,12161B,12161D,12168,12274A,12274B,12274C,12142M,12143N,12151N,12152A,12152B,12152C,12153D,12153F,12153G,12153H,12153I,12139A,12142G thr,12143A 3rd,12155C,12156A,12156B,12277A,12277B,12281a,12281b,12281G,12281r,12281S,12284A,12284B,12285*1,12286*1,12287A,12287N,12292A,12292B,12292C,12292D,12292N,12293,12296A,12296B,12297A,12297B,12297C,12298B,12298b2,12298c,12298d,12302,12279d,12279G,12279N,12279N414,12279str,12280A,12280B,12280N,12279c
0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.506340881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.836794044,0.914157389,0.446415281,1.306210379,3.291839296,0.590465992,0.850053931,2.477753224,0.489026231,0.532375058,4.590508775,1.261451425,2.903949868,1.091428406,3.47138923,0.579588443,3.709061668,0.940564716,0.928848878,5.656167474,4.17848273,3.53864841,4.416030877,2.314293424,2.675011858,2.471341875,4.291728118,1.011480889,1.773965389,1.356085806,0.599744338,0.779477949,3.183682193,0.727757398,0.525406525,0.665951237,0.765582811,1.625256033,5.799051016,1.879123238,2.778562878,1.481603,0.66690487,5.697356893,1.61943152,6.298974398,0.613507842,0.483025517,1.738211886,1.759027305,1.770545252,0.93766554,3.185210002,1.73506749,1.45752518,2.345461168,2.119981021,2.795197528,0.373002347,0.773221282,0.595234471,0.739855218,1.568049327,1.757186702,0.984652648,1.336505306,0.501345337,2.443692499,1.256494911,1.272225477,1.316447615,1.110730759,0.508903201,0.909506268,1.551634,1.835390588,1.072558278
3.513301975,1.781600314,0.81855206,4.036083706,5.046872266,1.462036802,4.900551737,3.493724617,2.355316412,2.496439742,6.531901413,3.261155116,3.586028427,2.216061303,4.606407133,1.57197288,5.026223001,3.203633394,4.487574722,6.287242757,6.225471915,4.629414296,6.292410443,5.704836433,3.917149677,3.675843962,4.779069724,2.807004796,9.313703888,2.050535073,2.686426243,1.535664226,5.005682828,5.224209236,1.87092047,2.268217305,1.803886505,2.404566497,6.396735895,2.42221962,5.697012716,2.287040075,1.286394407,12.00871619,3.923608592,8.404144453,1.349089623,1.932102069,3.727265397,2.999737959,3.073847028,3.916518608,5.141412603,2.609432209,2.598353224,5.41704197,6.390931736,5.88559529,0.814396703,3.760959883,1.164589182,1.370175547,2.805861137,4.180860193,1.856442688,1.922502132,1.305661956,3.209065793,2.638827914,2.146492274,2.239489607,1.874004788,0.947338511,1.598802408,2.730511961,3.254568849,2.207426215
3.887661941,2.893815686,2.739298835,4.520425736,6.039636521,2.153047878,5.635048595,4.57432667,4.262499898,3.199773741,19.9629348,3.91731147,4.626709829,4.959848355,5.567222749,3.133261789,5.61749698,4.699551615,4.828685944,6.730828944,8.539383793,6.85770128,13.2217096,8.250280436,5.54461631,4.545487152,6.328322758,3.529138207,10.71496248,6.982426961,7.64956767,2.587629701,6.206067942,5.944799326,5.768380153,3.037041388,3.419721759,3.230201249,6.823028718,4.795225269,6.25029963,3.493039606,1.865807847,12.84717389,6.513372641,10.27460913,4.431691943,2.716438904,6.180941806,3.687437765,3.978326543,4.716829882,6.804860963,3.431335046,4.166109319,7.031953694,9.020075915,6.71304393,1.516867968,4.680992005,1.894804359,2.425365533,4.129016466,5.077347694,4.319006652,3.2998316,2.635128799,5.460776338,3.206199491,3.066921714,3.403633045,3.572225255,2.110153438,3.112156697,3.939530444,4.963798142,4.947427494
4.329879279,3.943296156,3.790436382,5.494203401,6.686185586,4.557485476,7.044393117,6.887709168,4.87288893,7.66979437,24.0717861,5.00922529,5.233538994,5.811366252,6.917210983,4.036499713,7.37167548,5.689636296,5.864849017,8.862925954,8.964524038,7.724901081,14.30204935,8.752054486,6.307175554,5.255233067,6.824593237,4.37283825,12.62146298,8.959784443,9.52856668,3.536911457,6.962013938,7.684180856,7.184746002,4.43893465,4.605096604,4.910218373,7.611244694,5.631165688,6.803586544,4.037215843,2.119687503,14.56932833,7.980891786,12.13840823,5.641866235,5.476350105,6.84358978,4.681096379,5.851131185,5.654401665,8.32260226,5.289360074,5.899459497,8.036289985,10.43161734,8.573801683,2.753613151,5.721022603,3.024075281,4.839090802,4.913978364,6.58120571,5.202279236,7.402538388,4.017667142,7.968921325,5.193938397,3.62087342,5.685160852,8.719930344,2.65997348,3.796400635,4.770970404,7.062197409,5.657798196
5.176009547,6.110521175,4.544832062,6.901162316,8.030392017,5.239527995,9.23030659,12.60692987,6.022166429,8.002528782,26.82196034,6.174452668,6.446230521,7.46591704,9.072574747,5.582068893,8.14401069,6.401855457,7.676813719,11.56229577,10.15472629,10.88553724,18.53942615,11.47796989,7.075982122,7.323352606,8.286368297,6.195320448,13.78640584,14.3014014,14.40474518,5.141198461,8.296130284,10.42939754,11.5177365,9.698917829,5.249347832,5.271829052,8.065582069,6.228495028,7.356873458,4.719850012,2.937239868,16.48646104,11.02494223,12.93699616,6.744192858,5.959375622,9.135487765,5.892039201,6.223563926,8.040521852,8.986568392,6.405377343,7.64767227,11.24138033,13.71078228,9.125000948,3.07875346,6.628700008,7.771945529,5.837476298,6.06137456,7.23701222,6.612963694,8.589841102,4.494692335,11.42980377,6.032160486,4.618946447,7.220341993,10.26621559,3.050104186,5.240561717,5.527113864,8.491189427,6.684689786
6.297406475,7.152842068,5.291412869,7.50041011,9.412929675,6.99315094,13.41309148,14.44227127,7.025683128,10.02162774,27.84705062,7.5490819,7.944128533,8.256635257,10.2587276,6.77744879,9.614640469,7.232935118,9.959315695,12.41095007,10.81806568,12.70267007,19.47738849,12.35930813,8.52196783,9.748712357,9.436944053,7.120476675,15.41208174,15.26503656,14.67711478,6.10943079,9.966122753,12.59730137,17.16545331,11.28578163,6.238458471,5.59359928,8.612411785,7.519490405,7.910160373,6.10086712,5.241856827,17.1005658,12.28894439,13.93619244,7.476427282,7.748502138,9.999637533,7.388396835,7.612472028,9.673959413,10.58093991,7.485217771,10.34882511,14.6883875,14.30386691,10.91450347,7.264517533,8.257945463,8.265690746,6.991259325,8.06849093,8.227186365,7.443828771,9.514338272,6.084261054,11.86171404,7.495486698,5.269882052,7.831019921,11.50410729,3.774767948,6.338866593,6.279421258,9.873184455,8.177178631
7.648764498,7.785578487,5.737977005,9.587590177,10.77702769,9.350260493,14.18902511,15.2029939,8.562067194,10.52206029,28.38364063,8.722251582,9.152630587,8.796030935,11.96697852,7.659590974,10.39531921,7.581147932,12.29381449,12.69883751,11.20107277,15.24074073,30.40547994,13.52821866,8.724735935,11.12408717,9.909549897,7.764205784,17.68974665,16.85992611,16.35974036,9.468941515,11.3213125,12.9852319,17.6070341,12.89993968,6.819715493,6.53102165,10.26375941,8.485994234,8.463447287,6.810311694,6.78918042,17.95069148,13.99438359,14.44892947,9.254710882,9.166858267,10.26364631,8.432052827,8.771376309,11.85550144,11.32007432,8.316847915,10.96809992,15.25355738,14.77522092,12.66913641,7.749816343,10.65752067,8.74898257,8.145391561,8.586947293,10.1946059,8.523384151,10.60784261,7.397342715,12.40543366,8.099216158,6.620739308,9.940236066,14.16389883,4.047831029,8.096154395,8.117883412,11.41874209,9.407033279
7.879937331,11.15667563,9.111992331,10.05994725,10.93383725,10.91154572,15.23786262,16.42471093,11.25901832,11.26199508,30.59627447,9.41483561,10.65777961,9.332718674,12.50052471,9.036802539,11.20707269,12.87582004,15.96453349,13.6003525,13.60242484,17.13145021,31.94069958,15.96611576,10.26612832,12.87033185,10.55455166,9.11284697,20.29737221,17.90785005,16.94783252,10.35310677,12.07366304,13.3860498,19.62745612,14.90094548,8.098650281,7.468444019,11.48459581,10.81703556,9.016734201,7.457698617,7.272024953,19.11953754,15.41216335,17.29269721,11.98374858,9.939699094,12.25854367,10.56034799,15.42786669,12.20680958,11.98136022,9.55166949,13.03672547,17.99068756,16.33888856,15.78844777,8.368188935,11.05182015,9.774125518,9.796446693,8.773071143,11.96706352,10.14634845,12.6701918,11.21117408,13.32859765,9.22369109,7.905387759,10.63712603,15.65436485,4.464197765,8.631907514,9.853648592,14.68595979,10.21888551
9.022203094,12.8822753,16.13815801,10.33178103,14.0222597,12.36601868,15.6086053,22.71178113,15.36446786,11.78811473,31.07850219,11.62279563,11.32567841,10.34748661,13.85541019,10.09995978,12.1519942,15.3577959,16.9288519,15.56055986,14.90902887,17.72922006,32.83254848,19.49838206,11.14368461,15.08235176,11.39680034,10.71145182,21.72958871,19.04804894,18.91884945,11.44122025,12.87265471,14.60621502,19.96356572,15.50958594,10.12310118,8.121202463,14.47364515,12.45719918,9.570021115,8.781251465,7.906386102,20.63166815,16.3707864,20.54421908,13.09590806,10.77610608,13.04657547,12.15502332,16.57155444,14.81485301,12.58246277,10.72834581,14.02756516,18.72898917,18.62982623,21.37970915,9.757795823,14.19228408,10.68580348,11.12483369,9.434648807,12.96285887,13.10609674,13.6776738,12.71995045,14.60585732,10.18366494,16.80983674,11.93862423,16.33581179,5.44326577,9.620381903,10.90900522,15.72981637,11.41799125
9.574554024,14.00129581,16.82757861,13.04921997,17.06588978,13.53457838,19.28941929,24.24750438,16.17687734,14.41917881,31.46911234,12.42993209,15.1064368,12.81796524,14.15732267,10.76781008,12.79687702,15.9201338,18.13640072,16.40788341,16.25792476,18.91219987,33.72667177,23.23113497,12.93782369,17.21374155,11.81214901,11.26144456,22.88593828,21.68808464,19.68994931,12.22403751,17.58530734,15.96214559,21.24790772,17.22890928,10.64466611,8.482735024,15.75853875,13.05111282,10.12330803,9.377079916,8.637316157,21.7795323,24.57353657,23.75446562,15.68875016,11.77722477,13.90162659,12.95257062,17.85788392,15.06134063,24.84207962,11.17853435,15.41610313,27.81083728,19.82281597,22.67919661,18.85084111,16.08676166,11.52958513,11.79112244,10.5662774,13.39091314,13.79308653,14.16561974,12.91399635,15.56281956,12.70545609,17.88992963,14.24105873,21.47344269,6.441371472,10.60248612,12.41405842,17.90247307,12.02688043
9.820267722,15.81231419,18.63221871,13.40846902,19.92084021,13.77678343,20.67088046,25.59058029,17.35632306,17.97750715,34.3617183,13.57484551,18.0860389,13.79630495,14.7783198,11.15597169,13.30261337,16.82061692,18.82088718,17.3536831,17.28721167,19.29337235,34.51531979,28.42661499,13.70663026,19.12167688,14.19665748,12.0241244,24.54521618,22.63826485,23.19931047,12.9516727,18.4411273,19.14539504,22.36574102,17.94113897,11.22939459,8.672875527,16.22724993,14.41523207,14.58609559,10.37684556,9.85601576,22.94407962,26.80103209,25.18871927,16.1383421,13.34454597,14.23198893,13.43084744,18.6027494,15.27426319,28.96695398,13.0309853,16.28308785,31.30017375,20.78153728,26.53455933,25.65232125,17.68012586,12.42918587,13.64949068,11.00732918,17.96928577,15.56689416,23.54873749,15.66804653,16.32966662,14.15212264,22.59386051,14.69066516,22.96493668,7.487213487,10.95515182,13.34655132,19.21097396,13.00090014
10.20411964,17.57456238,21.90062162,14.00771681,21.74375139,19.68997969,21.26356048,26.80687851,18.14464815,18.37678845,35.17214725,14.67118869,21.10278229,14.40191619,16.8172307,15.11033412,14.08486884,18.17414164,23.51448704,18.08190375,19.052599,19.71895012,36.66855063,28.59091811,15.89034017,19.92410439,15.32331884,12.69343119,26.91531414,25.29201592,25.24992203,15.26906891,19.1414435,19.66702342,22.6346287,19.45715231,14.21560783,9.666933832,20.57368687,16.83459366,15.23730338,11.17834544,10.41186639,24.14230035,27.82649244,36.73337803,17.1721525,14.31417139,15.46200796,14.35595619,20.57712178,15.98391127,30.78792678,14.27837587,17.24804185,32.80397108,22.26424886,27.58573639,28.39195918,31.05857582,13.29884729,14.58385472,11.65181609,20.03039195,16.10863468,26.89947779,17.36654063,20.10259343,14.66553367,24.04890134,15.93798579,24.55604179,16.36569426,12.04324246,14.91089914,22.48909583,13.66255971
11.31972715,19.1549148,43.57446308,14.23243474,22.18267298,27.97800651,22.44412035,27.54682901,19.62847303,19.14859919,36.24000507,15.3349055,22.01036734,15.02390401,18.54290821,16.05481082,14.80543473,19.22872183,25.41784238,23.61734185,19.4878163,22.36657545,37.2294744,31.23214521,16.4576898,26.85528185,16.62618495,13.29319866,32.96191185,25.81285287,27.71804134,17.71077085,19.54793051,20.29416285,25.12748637,21.50902143,14.77612079,10.61326171,20.88616099,17.53167539,15.79220025,11.89557066,11.57330063,24.54750714,44.18795271,58.20283108,19.55819067,14.7005918,16.6455721,15.17258005,21.32198726,18.50307289,64.1768952,15.51243237,18.04777334,34.34591399,22.85733349,28.50317454,29.24086107,31.79039565,14.70751812,15.86579706,11.92372451,23.09628739,18.62576526,32.43078725,18.37685712,20.75006583,15.62969863,24.96933078,19.94364183,25.17611841,18.34902444,12.70222539,16.83287794,24.50353295,15.18478264
11.78187086,19.62057081,44.44325361,15.13130643,28.10172585,30.52037618,23.20099448,29.26769793,20.22406019,20.34091968,37.29968954,15.95356502,22.61204023,18.17530037,20.39858552,16.94477884,15.39329246,19.95352548,26.37582155,32.40182698,20.41188933,23.04691647,37.66911582,31.51090857,17.22171447,34.1924793,20.57380806,32.18289493,35.43061242,29.00332641,28.41365909,20.04995605,38.91658727,23.0765944,25.93414941,22.93656127,15.4522078,12.27960809,25.10003078,19.06525522,17.85673142,12.51699086,12.15271407,31.73785505,48.20150669,59.44403924,21.37842084,18.67927299,18.18575891,16.5071013,22.52999946,19.2183464,65.08147291,16.34624843,19.12048115,40.26401666,24.70612656,32.45719001,33.65171277,32.46780216,15.78015804,17.09861749,12.23235049,23.53380402,19.37448598,35.97847983,18.88005738,26.42925357,18.05687546,27.07544839,22.72243435,29.50956174,19.00312559,13.4710388,18.18821495,26.31144502,15.79367181
13.48678733,24.01038351,46.22951015,16.98185852,29.13528963,31.8212491,23.74602574,31.83508739,21.41184764,22.66134292,45.73002598,16.48233907,23.46959328,18.91082821,21.50809955,17.5572358,16.22606901,20.61414824,28.98803922,32.77148214,21.62557824,24.80846164,40.55214459,31.67521169,18.60044503,41.58319106,21.44596534,34.04679552,37.38514725,29.39100272,29.59995339,20.77567114,39.40097597,24.05348466,27.18239323,27.5272262,16.03719029,14.08422428,29.59653341,19.41379608,19.01790052,13.37183033,12.6756347,33.48498309,59.54032517,61.10312808,21.96724192,19.54871892,28.80144158,18.86756459,23.38127429,19.7747015,67.15109798,17.65779551,21.83079926,42.22273083,29.00154202,43.55567925,34.14641084,36.44575819,16.93774446,17.67178411,12.76877971,23.99605392,24.13375495,36.2979046,23.79890951,27.63724646,18.8237439,28.55717039,28.0574642,30.95150717,20.2801667,13.89487465,19.32884185,27.88197322,16.68285297
14.15236852,24.86315285,50.88925805,18.62184992,32.44106755,35.83186874,24.36941274,33.32876121,24.01798051,23.8591868,47.09643287,17.18637834,26.6794553,23.34211264,24.06045882,18.71661684,16.62025166,22.23050002,31.81563995,34.18341697,25.39772592,26.04929798,40.9501645,34.49033137,20.3903421,42.39250513,23.34282,48.57913094,43.39285478,30.77573455,30.21426295,21.6718579,40.03777233,25.33498549,27.96041973,28.14826012,16.67881676,15.13218437,31.51028118,29.12958192,19.79468458,14.2892899,13.10015161,34.8282349,62.3401345,73.49341838,27.56140832,23.0767373,30.65076055,20.2898171,23.58786806,20.29683523,74.30804374,18.68025575,23.94364104,53.46583386,30.66810984,66.96507952,41.60682881,36.96150191,17.34370148,19.10318745,14.09193504,27.14055245,24.9489174,36.8764899,25.01203126,33.18084818,19.59061233,29.85170075,31.21628654,33.92370138,21.09177875,14.88334904,20.79158871,29.25044707,17.39322367
14.35432499,28.09134202,52.30337781,21.50767749,32.98801351,37.643193,25.46759319,34.54522876,25.52062133,25.35715712,48.33637458,18.03841936,27.60871282,24.73618548,24.82633832,19.85000248,18.35038502,23.9990612,32.16497708,45.09083166,25.78255798,26.90110179,42.06234584,38.92506618,21.7509477,45.06205076,29.32029427,51.06619677,45.56012886,32.24553643,30.97216844,22.04469163,40.48920263,25.90940385,29.25820612,31.61112058,17.69925516,16.63846588,32.57495864,30.11678907,24.8870708,15.12031873,14.66688556,36.57536294,63.22808617,78.13573944,28.3480373,31.28324423,31.9744291,21.22090037,24.52198258,22.22532663,77.71047422,19.77321165,24.19135096,54.34182872,36.15295653,75.33529484,41.99999011,38.81549807,18.09025642,20.2491715,14.42272387,29.21411895,25.74572741,37.35751031,33.94772612,34.16414162,20.35748077,30.13404107,32.01669838,35.04923503,22.52045842,16.07127559,21.44196635,29.81997209,18.34369967
15.61648557,29.71521899,57.49572787,21.80730138,35.04062166,39.34856943,26.13735832,35.60878413,27.72095713,25.93984162,49.29892923,19.26672695,30.29650195,25.65501501,32.15631777,20.39440868,18.65449693,31.08740054,32.61777959,46.70371104,34.72311928,27.37805357,42.95402415,40.67135138,23.40772277,46.2297528,30.22648116,52.45640169,46.96248915,33.39172494,33.19259333,22.69335219,41.02033234,32.62579142,30.95932402,35.01459276,18.35654551,16.91727091,33.70736486,42.938562,25.45949825,15.62793532,16.16679382,37.59887087,67.26008518,82.47798115,29.08027172,31.76626975,32.75624718,21.95461454,25.05402935,25.86169879,82.56692961,20.92300126,25.59276984,56.68310618,37.86578495,78.0666009,49.73298671,43.39384078,18.69919194,20.79277186,14.82518362,33.19692558,29.02109844,40.41276144,34.82881607,36.93373184,21.1243492,33.00092466,33.61561123,40.65757728,23.59812464,16.59483753,21.88037392,31.65776159,20.72049856
15.99131677,30.37312026,58.61712484,22.85134085,36.06031941,41.46957903,36.16054033,37.09760359,29.86666399,26.7491848,54.80871824,20.90772878,30.43249871,27.94696308,36.70815552,21.23442743,19.08606124,31.7724372,33.61575632,47.74007624,35.51896786,30.74791323,43.8899964,44.21008499,23.94036504,47.19021248,33.8491058,56.01794797,48.49672353,36.12464323,39.56710454,24.47003096,47.41546169,46.2447098,31.66723805,37.95320288,18.81147544,17.46410063,35.16833762,45.65864465,26.82008677,16.25901101,17.03591398,38.69474081,96.00706714,85.78423769,32.50576896,34.98206043,33.42200201,23.47654735,28.46859913,26.66050995,84.26314988,22.24668015,27.36996468,57.24532286,39.12104857,79.32710373,62.65437672,54.95811882,20.95265932,21.86728469,16.42620156,33.44322777,30.00251242,41.57248354,37.10821124,37.21698873,21.89121763,34.66052106,35.23475638,41.49219302,31.06677401,17.34344213,37.09114384,32.89255027,21.59618267
16.49607329,30.86932852,60.84406576,27.27371467,38.70263317,42.65191573,36.63723973,38.87384603,35.61167165,27.38597192,55.25242349,22.9812806,32.1700024,32.98057054,38.54545223,22.85655373,20.19548832,33.44932037,37.39914767,48.47702076,39.5052726,35.8657858,48.03827359,48.22739954,24.3698879,47.8335318,36.64253165,58.42101439,51.56100581,38.18047348,50.03332865,38.97097557,48.0981002,47.37107978,34.51173359,38.97935236,19.64826542,18.56596251,38.01560183,50.50496601,30.28470395,16.69678931,17.7483028,39.34528245,98.59434422,86.68152749,33.3426083,36.04471657,34.1617296,24.06026938,32.84920624,27.51951321,87.2562361,22.88769878,27.98923948,57.98362447,45.02743016,82.88380091,63.13460487,59.44380115,22.22827775,22.62622994,17.36564185,35.08920842,32.32473418,43.33557704,37.41736561,42.05554311,22.65808607,35.6727111,44.81081124,43.56624242,33.63146429,18.00275455,38.41929958,34.20105116,21.90062726
16.97410424,36.94391004,62.18018565,27.72315052,43.97216049,47.32696494,37.84137692,39.91171847,38.37134257,32.09190124,56.01615662,25.01130251,34.77287412,33.38431136,39.78509327,26.76300842,21.80178263,34.36672963,38.20075905,49.41143506,40.14004713,36.80810186,50.18024616,48.4425491,26.08697664,49.95243971,39.91905321,58.97696556,52.14854509,38.84271766,53.11901327,40.93857927,48.99696583,52.56007272,36.11894246,50.42997411,20.83719639,20.53814294,39.09020034,51.72458022,31.21790381,17.38636044,18.38662328,40.97685644,100,89.02704303,34.31564325,37.08148254,34.94354769,24.40962214,33.89904093,30.89580296,94.05476198,23.75288267,30.97216236,59.10338191,47.92894846,84.11008391,64.17322348,61.02099908,22.68152875,23.17204195,18.08190993,42.82360304,33.10240662,43.45707752,45.19939942,46.65524993,23.4249545,36.86658714,45.78645718,45.91465928,37.13051714,20.50282594,39.10277698,35.09268548,22.4294475
17.565904,39.09362599,66.0091754,28.37340928,48.50214198,52.75488665,38.37567838,44.93242004,40.44109576,33.14959739,66.58227206,25.31097168,39.98482121,33.65155916,41.2174444,27.77349436,23.05002769,34.79101568,39.17428444,52.70543216,41.58312769,39.45548409,50.52140608,49.83709069,27.6847492,50.8194287,41.2440854,61.27205348,53.16883409,45.6233203,59.40399121,45.44222037,51.53596162,54.74210442,37.07544316,52.8866006,21.49550277,21.23995982,39.68460424,54.83837463,32.61813293,17.7542067,19.38089674,41.22597827,,92.12435924,34.9590681,44.73888607,35.38117053,25.1433363,35.55583458,32.34866419,94.68693083,24.47773102,41.8623575,59.44779962,48.52203309,85.84424993,68.97525768,63.53216104,24.51046659,23.91957974,18.55582006,51.40914082,36.36550997,45.84201049,48.79084573,53.69098569,24.19182293,50.85796164,46.87753957,48.48316634,44.08088653,22.28899916,41.11649256,36.07406115,22.63241056
18.32579886,40.55297448,75.46941333,30.22471043,54.4977847,54.75503684,39.7338446,53.18030825,42.6970013,33.98602515,67.4059431,28.84796906,41.3272253,34.18534554,59.41442845,29.33689284,26.08240914,36.73022253,40.64491152,54.25325223,44.22378976,40.068812,56.48960088,51.361313,28.04493446,53.62512733,42.76767573,61.7440779,54.03929121,47.12636893,60.62627017,45.81029559,52.7076829,56.52311147,38.93513757,54.54997428,28.64720789,23.48860173,40.9916835,55.64294637,33.9706359,18.48586829,20.21418984,41.73773223,,93.1498333,35.26294538,46.47777793,36.86062571,25.78313506,37.30727936,33.00796467,96.48853288,25.85802503,42.75039757,60.27235946,52.22881205,87.06663447,70.54617141,64.9295584,25.51744296,24.62009086,20.57341141,53.16557803,37.91663477,46.81498636,49.98923112,61.21109762,24.95869137,53.23837287,48.78375842,49.14364252,45.13402159,23.05781257,42.44826517,38.55061718,24.21846538
18.80932752,44.93101996,75.98690674,32.98274841,61.94108461,56.61217638,41.49395461,56.30380361,44.10945106,34.48306382,68.4579611,29.14763823,45.87272379,37.03970677,60.98638309,31.66164339,28.51195392,37.64033278,41.62598362,55.04032198,45.64282824,41.06242104,57.22878071,52.59829754,28.42015958,55.10078765,48.89356909,63.95589304,64.26035933,48.74947048,63.9300047,47.57929395,53.9000781,59.07329468,39.77547879,57.18175683,30.58224766,24.05144574,41.92910587,56.6188608,34.43365816,18.97136161,23.13762035,44.1273162,,95.24064672,36.70304128,48.95299389,37.78676465,27.89570777,39.1698155,34.56480262,100,26.63631892,44.34131455,60.80553628,53.7795801,87.89180901,73.90949993,66.51451088,28.45839854,25.50405256,23.24872123,55.82477974,39.27775782,51.68909971,53.29666763,61.690856,25.7255598,58.56909926,49.82549651,49.86322746,48.36683084,24.09241577,42.98531444,39.57789942,25.25763623
19.29285617,49.97724531,76.32331839,33.43218425,62.31270876,63.52720363,42.05868069,57.67538475,44.7601062,34.92021029,68.96318824,30.43810961,46.32075578,45.88531878,62.94668354,33.80993827,29.79278475,38.44448164,42.19432623,56.90419721,46.41717383,43.46516899,58.63851036,56.0223479,31.63714613,56.31038292,49.58496353,65.83287313,68.66442506,50.15095591,65.11432841,48.45327432,58.15960258,60.41282314,43.59449049,67.73252773,31.07883505,25.00472617,43.33523943,60.21008649,35.02626369,20.2675416,23.84083513,45.57865044,,100,38.71543069,49.39438261,37.97502532,28.4794298,41.25932279,35.08234224,,29.88983005,55.72556713,61.17468708,60.6713718,89.16346578,79.59976452,69.04709644,30.59241307,26.33842673,23.689773,57.17555378,41.370525,52.63741097,54.45372938,72.29967656,26.49242824,59.4436484,51.15250987,51.09176456,51.59964008,25.12701896,49.24314413,41.03175296,25.94080988
19.77638483,59.27966156,84.10060495,33.95652607,63.99957313,63.75941361,43.4329416,58.41889134,45.56392307,35.72123511,71.15250586,31.0207233,57.20895645,47.25095826,64.89044781,35.9887199,32.23106724,40.46410337,43.40179959,58.20183467,49.57858905,44.0661801,59.26397021,56.28812089,31.76733729,66.11397254,52.52993045,67.04308967,70.77749525,52.20947715,75.97698353,55.00583127,62.40814093,61.53195689,47.57833034,92.86423507,34.34437341,27.08033553,43.88331904,60.66799949,39.17500324,20.60210921,26.52593358,46.70450917,,,40.5300122,56.37864177,38.3362343,29.35716157,41.60728138,37.19150372,,30.77720094,58.27214898,65.02000797,63.32616689,89.83703344,93.44525053,70.05663455,32.02544133,29.08727521,25.75565952,59.57842884,41.95937339,56.95408011,55.40025701,73.27108166,27.25929667,61.14093723,53.99334807,53.63796448,53.65268043,26.16162215,51.24447469,42.14397872,26.65118059
20.25991348,59.60311846,86.43814491,34.52169165,64.57425114,64.93121495,45.92281889,58.77252548,47.51827184,36.4855926,75.87290122,31.81930651,60.44806422,52.30474631,65.21290331,37.02057379,33.28222098,44.83136155,47.35302974,59.02986222,50.46870165,48.52072828,60.03339956,57.27137502,34.50644207,66.99968437,54.18189674,70.07121058,74.18936546,52.79307495,78.72672564,55.76827875,68.02095755,61.87653899,48.3114526,93.85320417,36.58388517,27.58888717,47.37232698,61.86725891,42.8475547,21.79039138,26.73452242,47.06478396,,,41.2234382,58.74005692,39.37281457,30.53267648,47.13487492,37.71926288,,32.1064539,59.58426844,65.30708425,64.74215646,90.4749735,96.46266143,74.28641651,32.49939614,29.79023079,27.79761898,61.40260149,43.94173149,57.56887255,55.97837568,77.6944284,28.0261651,65.09878382,56.82418253,57.03430261,55.84911915,27.04026605,52.91086188,43.48628255,26.95562517
20.74344214,61.58993633,87.63009902,46.12148101,66.72246958,65.58392057,47.22973622,64.98039913,48.44589759,37.11339589,77.68371032,34.22185294,62.17461082,53.71841947,69.05686538,40.74165817,42.30880663,45.47386265,57.90347911,63.41338093,52.23297812,51.25246437,63.78706845,58.02760426,39.1027762,72.97843646,55.1602639,70.63479145,75.6572772,53.49889583,79.26957994,57.15893353,74.8667182,63.9419641,55.11498309,94.24363385,36.89462272,29.30749485,50.16928286,62.23657281,45.24430846,22.95467542,28.11903083,48.62409829,,,44.03082498,61.57222874,40.11254216,30.96441486,64.83197431,38.17707918,,33.33723154,60.96141175,66.53758694,73.58593796,91.38753856,98.65231877,74.58490122,33.33597205,30.68292268,28.19776321,63.4571496,47.47030732,59.36695819,56.34616633,81.05450558,28.79303354,66.41491322,57.89199779,58.05642163,57.26586475,28.380198,55.07571847,44.82858638,27.92670192
21.22697079,62.55499051,89.86567351,67.16886129,68.35945979,73.84228631,47.82679286,66.26115867,54.92146541,38.88088108,78.64278021,35.09978281,63.38311288,54.81842301,70.23322373,41.59365386,42.90546777,50.9982646,60.71794856,64.15269124,53.91933603,52.02850366,66.54358375,58.6344721,39.93467304,73.34866071,55.60795631,75.79290801,77.73597419,54.10306669,80.8120367,58.79611271,76.11714017,64.26380379,59.08847077,96.24191739,39.43919916,30.99821421,51.05163166,64.27086644,46.28963255,23.41073354,28.6607824,48.93115067,,,44.8801123,62.51944178,41.37007905,33.19155181,67.17989672,39.83761257,,33.84764195,63.73799226,67.54192323,75.69183322,92.14199933,100,79.85629098,34.33513375,31.35701041,28.52855204,63.84632392,48.78795373,61.40136226,56.96447507,81.83776051,29.55990197,67.70944358,58.536059,60.92458441,58.44970638,28.96010298,57.69421729,45.94735465,28.42639697
